season,fase,instancia,fecha,hora_inicio,hora_fin,local,visitante,marcador,global,estadio,ciudad,pais,arbitro_principal,arbitros_linea,entrenador_local,entrenador_visitante,planteles,puntuaciones_jugadores,tiros_totales,tiros_totales_local,tiros_totales_visitante,tiros_puerta,tiros_puerta_local,tiros_puerta_visitante,goles,asistencias,cambios,amarillas,rojas,posesion_local,posesion_visitante,faltas_total,faltas_local,faltas_visitante,corners_total,corners_local,corners_visitante
2018-2019,Semifinal,Ida,30-04-2019,NULL,NULL,Tottenham,Ajax,0-1,3-3,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,NULL,Mauricio Pochettino,Erik ten Hag,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Van de Beek 15',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Semifinal,Vuelta,08-05-2019,NULL,NULL,Ajax,Tottenham,2-3,3-3,Johan Cruyff Arena,Amsterdam,Paises Bajos,NULL,NULL,Erik ten Hag,Mauricio Pochettino,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,De Ligt 5'; Ziyech 35'; Lucas Moura 55'; 59'; 96',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Semifinal,Ida,01-05-2019,NULL,NULL,Barcelona,Liverpool,3-0,3-4,Camp Nou,Barcelona,España,NULL,NULL,Ernesto Valverde,Jurgen Klopp,NULL,NULL,27,12,15,9,5,4,NULL,NULL,NULL,NULL,NULL,48%,52%,26,11,15,8,3,5
2018-2019,Semifinal,Vuelta,07-05-2019,NULL,NULL,Liverpool,Barcelona,4-0,4-3,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Ernesto Valverde,NULL,NULL,21,13,8,12,7,5,NULL,NULL,NULL,NULL,NULL,43%,57%,21,12,9,13,7,6
2018-2019,Final,Final,01-06-2019,NULL,NULL,Tottenham,Liverpool,0-2,NULL,Wanda Metropolitano,Madrid,España,NULL,NULL,Mauricio Pochettino,Jurgen Klopp,NULL,NULL,30,16,14,11,8,3,NULL,NULL,NULL,NULL,NULL,65%,35%,11,5,6,17,8,9
2019-2020,Octavos,Ida,18-02-2020,NULL,NULL,Atletico Madrid,Liverpool,1-0,4-2,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Jurgen Klopp,NULL,NULL,15,7,8,2,2,0,NULL,NULL,NULL,NULL,NULL,27%,73%,24,11,13,9,2,7
2019-2020,Octavos,Vuelta,11-03-2020,NULL,NULL,Liverpool,Atletico Madrid,2-3 (AET),2-4,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Diego Simeone,NULL,NULL,44,34,10,17,11,6,NULL,NULL,NULL,NULL,NULL,71%,29%,34,17,17,19,16,3
2019-2020,Octavos,Ida,19-02-2020,NULL,NULL,Borussia Dortmund,PSG,2-1,2-3,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Lucien Favre,Thomas Tuchel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Haaland 69'; 77'; Neymar 75',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,11-03-2020,NULL,NULL,PSG,Borussia Dortmund,2-0,3-2,Parc des Princes,Paris,Francia,NULL,NULL,Thomas Tuchel,Lucien Favre,NULL,NULL,19,8,11,6,4,2,NULL,NULL,NULL,NULL,NULL,47%,53%,30,13,17,9,5,4
2019-2020,Octavos,Ida,25-02-2020,NULL,NULL,Real Madrid,Manchester City,1-2,2-4,Santiago Bernabeu,Madrid,España,NULL,NULL,Zinedine Zidane,Pep Guardiola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Isco 60'; Jesus 78'; De Bruyne 83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,07-08-2020,NULL,NULL,Manchester City,Real Madrid,2-1,4-2,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Zinedine Zidane,NULL,NULL,29,20,9,11,7,4,NULL,NULL,NULL,NULL,NULL,55%,45%,11,8,3,10,7,3
2019-2020,Octavos,Ida,25-02-2020,NULL,NULL,Lyon,Juventus,1-0,2-2,Groupama Stadium,Lyon,Francia,NULL,NULL,Rudi Garcia,Maurizio Sarri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tousart 31',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,07-08-2020,NULL,NULL,Juventus,Lyon,2-1,2-2,Allianz Stadium,Turin,Italia,NULL,NULL,Maurizio Sarri,Rudi Garcia,NULL,NULL,22,16,6,8,6,2,NULL,NULL,NULL,NULL,NULL,62%,38%,30,12,18,9,6,3
2019-2020,Octavos,Ida,26-02-2020,NULL,NULL,Tottenham,RB Leipzig,0-1,0-4,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,NULL,Jose Mourinho,Julian Nagelsmann,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Werner 58',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,10-03-2020,NULL,NULL,RB Leipzig,Tottenham,3-0,4-0,Red Bull Arena,Leipzig,Alemania,NULL,NULL,Julian Nagelsmann,Jose Mourinho,NULL,NULL,19,13,6,8,5,3,NULL,NULL,NULL,NULL,NULL,54%,46%,33,21,12,9,6,3
2019-2020,Octavos,Ida,18-02-2020,NULL,NULL,Atalanta,Valencia,4-1,8-4,San Siro,Milán,Italia,NULL,NULL,Gian Piero Gasperini,Albert Celades,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hateboer 16'; 62'; Ilicic 42'; Freuler 57'; Cheryshev 66',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,10-03-2020,NULL,NULL,Valencia,Atalanta,3-4,4-8,Mestalla,Valencia,España,NULL,NULL,Albert Celades,Gian Piero Gasperini,NULL,NULL,27,16,11,12,7,5,NULL,NULL,NULL,NULL,NULL,59%,41%,25,13,12,11,9,2
2019-2020,Octavos,Ida,19-02-2020,NULL,NULL,Chelsea,Bayern Munich,0-3,1-7,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Frank Lampard,Hansi Flick,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gnabry 51'; 54'; Lewandowski 76',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,08-08-2020,NULL,NULL,Bayern Munich,Chelsea,4-1,7-1,Allianz Arena,Munich,Alemania,NULL,NULL,Hansi Flick,Frank Lampard,NULL,NULL,28,18,10,11,7,4,NULL,NULL,NULL,NULL,NULL,63%,37%,14,8,6,7,4,3
2019-2020,Octavos,Ida,19-02-2020,NULL,NULL,Napoli,Barcelona,1-1,2-4,San Paolo,Napoles,Italia,NULL,NULL,Gennaro Gattuso,Quique Setien,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mertens 30'; Griezmann 57',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,08-08-2020,NULL,NULL,Barcelona,Napoli,3-1,4-2,Camp Nou,Barcelona,España,NULL,NULL,Quique Setien,Gennaro Gattuso,NULL,NULL,25,7,18,7,4,3,NULL,NULL,NULL,NULL,NULL,51%,49%,25,8,17,8,2,6
2019-2020,Cuartos,Unico,12-08-2020,NULL,NULL,Atalanta,PSG,1-2,1-2,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Gian Piero Gasperini,Thomas Tuchel,NULL,NULL,26,9,17,10,4,6,NULL,NULL,NULL,NULL,NULL,37%,63%,42,29,13,7,4,3
2019-2020,Cuartos,Unico,13-08-2020,NULL,NULL,RB Leipzig,Atletico Madrid,2-1,2-1,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Julian Nagelsmann,Diego Simeone,NULL,NULL,19,10,9,7,4,3,NULL,NULL,NULL,NULL,NULL,57%,43%,33,21,12,10,3,7
2019-2020,Cuartos,Unico,14-08-2020,NULL,NULL,Barcelona,Bayern Munich,2-8,2-8,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Quique Setien,Hansi Flick,NULL,NULL,33,7,26,19,5,14,NULL,NULL,NULL,NULL,NULL,51%,49%,35,13,22,15,6,9
2019-2020,Cuartos,Unico,15-08-2020,NULL,NULL,Manchester City,Lyon,1-3,1-3,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Pep Guardiola,Rudi Garcia,NULL,NULL,25,18,7,13,7,6,NULL,NULL,NULL,NULL,NULL,72%,28%,28,13,15,14,11,3
2019-2020,Semifinal,Unico,18-08-2020,NULL,NULL,RB Leipzig,PSG,0-3,0-3,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Julian Nagelsmann,Thomas Tuchel,NULL,NULL,28,14,14,12,3,9,NULL,NULL,NULL,NULL,NULL,42%,58%,37,24,13,9,5,4
2019-2020,Semifinal,Unico,19-08-2020,NULL,NULL,Lyon,Bayern Munich,0-3,0-3,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Rudi Garcia,Hansi Flick,NULL,NULL,28,9,19,11,3,8,NULL,NULL,NULL,NULL,NULL,34%,66%,20,12,8,10,4,6
2019-2020,Final,Final,23-08-2020,NULL,NULL,PSG,Bayern Munich,0-1,NULL,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Thomas Tuchel,Hansi Flick,NULL,NULL,22,10,12,5,3,2,NULL,NULL,NULL,NULL,NULL,38%,62%,38,16,22,8,4,4
2020-2021,Octavos,Ida,16-02-2021,NULL,NULL,Barcelona,PSG,1-4,2-5,Camp Nou,Barcelona,España,NULL,NULL,Ronald Koeman,Mauricio Pochettino,NULL,NULL,28,12,16,13,4,9,NULL,NULL,NULL,NULL,NULL,52%,48%,27,11,16,11,4,7
2020-2021,Octavos,Vuelta,10-03-2021,NULL,NULL,PSG,Barcelona,1-1,5-2,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Ronald Koeman,NULL,NULL,28,7,21,13,3,10,NULL,NULL,NULL,NULL,NULL,28%,72%,20,11,9,11,2,9
2020-2021,Octavos,Ida,17-02-2021,NULL,NULL,Porto,Juventus,2-1,4-4,Estadio do Dragao,Porto,Portugal,NULL,NULL,Sergio Conceicao,Andrea Pirlo,NULL,NULL,20,8,12,10,5,5,NULL,NULL,NULL,NULL,NULL,35%,65%,28,14,14,12,6,6
2020-2021,Octavos,Vuelta,09-03-2021,NULL,NULL,Juventus,Porto,3-2 (AET),4-4,Allianz Stadium,Turin,Italia,NULL,NULL,Andrea Pirlo,Sergio Conceicao,NULL,NULL,45,31,14,20,13,7,NULL,NULL,NULL,NULL,NULL,68%,32%,34,21,13,21,19,2
2020-2021,Octavos,Ida,16-02-2021,NULL,NULL,RB Leipzig,Liverpool,0-2,0-4,Puskas Arena,Budapest,Hungria,NULL,NULL,Julian Nagelsmann,Jurgen Klopp,NULL,NULL,22,12,10,5,2,3,NULL,NULL,NULL,NULL,NULL,48%,52%,22,11,11,6,4,2
2020-2021,Octavos,Vuelta,10-03-2021,NULL,NULL,Liverpool,RB Leipzig,2-0,4-0,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Julian Nagelsmann,NULL,NULL,23,12,11,9,7,2,NULL,NULL,NULL,NULL,NULL,40%,60%,25,18,7,6,5,1
2020-2021,Octavos,Ida,17-02-2021,NULL,NULL,Sevilla,Borussia Dortmund,2-3,4-5,Ramon Sanchez Pizjuan,Sevilla,España,NULL,NULL,Julen Lopetegui,Edin Terzic,NULL,NULL,22,12,10,9,4,5,NULL,NULL,NULL,NULL,NULL,66%,34%,21,9,12,9,6,3
2020-2021,Octavos,Vuelta,09-03-2021,NULL,NULL,Borussia Dortmund,Sevilla,2-2,5-4,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Julen Lopetegui,NULL,NULL,28,9,19,13,5,8,NULL,NULL,NULL,NULL,NULL,31%,69%,32,17,15,9,1,8
2020-2021,Octavos,Ida,23-02-2021,NULL,NULL,Atletico Madrid,Chelsea,0-1,0-3,Arena Nationala,Bucarest,Rumania,NULL,NULL,Diego Simeone,Thomas Tuchel,NULL,NULL,17,6,11,5,0,5,NULL,NULL,NULL,NULL,NULL,37%,63%,30,9,21,11,5,6
2020-2021,Octavos,Vuelta,17-03-2021,NULL,NULL,Chelsea,Atletico Madrid,2-0,3-0,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Diego Simeone,NULL,NULL,26,16,10,9,5,4,NULL,NULL,NULL,NULL,NULL,56%,44%,22,11,11,11,6,5
2020-2021,Octavos,Ida,23-02-2021,NULL,NULL,Lazio,Bayern Munich,1-4,2-6,Stadio Olimpico,Roma,Italia,NULL,NULL,Simone Inzaghi,Hansi Flick,NULL,NULL,27,14,13,12,5,7,NULL,NULL,NULL,NULL,NULL,44%,56%,24,13,11,11,7,4
2020-2021,Octavos,Vuelta,17-03-2021,NULL,NULL,Bayern Munich,Lazio,2-1,6-2,Allianz Arena,Munich,Alemania,NULL,NULL,Hansi Flick,Simone Inzaghi,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0%,0%,0,0,0,0,0,0
2020-2021,Octavos,Ida,24-02-2021,NULL,NULL,Atalanta,Real Madrid,0-1,1-4,Gewiss Stadium,Bergamo,Italia,NULL,NULL,Gian Piero Gasperini,Zinedine Zidane,NULL,NULL,21,2,19,4,0,4,NULL,NULL,NULL,NULL,NULL,31%,69%,20,8,12,8,1,7
2020-2021,Octavos,Vuelta,16-03-2021,NULL,NULL,Real Madrid,Atalanta,3-1,4-1,Santiago Bernabeu,Madrid,España,NULL,NULL,Zinedine Zidane,Gian Piero Gasperini,NULL,NULL,25,12,13,11,6,5,NULL,NULL,NULL,NULL,NULL,53%,47%,27,14,13,5,0,5
2020-2021,Octavos,Ida,24-02-2021,NULL,NULL,Borussia Monchengladbach,Manchester City,0-2,0-4,Puskas Arena,Budapest,Hungria,NULL,NULL,Marco Rose,Pep Guardiola,NULL,NULL,12,3,9,5,1,4,NULL,NULL,NULL,NULL,NULL,39%,61%,11,7,4,1,0,1
2020-2021,Octavos,Vuelta,16-03-2021,NULL,NULL,Manchester City,Borussia Monchengladbach,2-0,4-0,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Marco Rose,NULL,NULL,16,10,6,9,6,3,NULL,NULL,NULL,NULL,NULL,67%,33%,12,4,8,9,7,2
2020-2021,Cuartos,Ida,06-04-2021,NULL,NULL,Real Madrid,Liverpool,3-1,3-3,Alfredo Di Stefano,Madrid,España,NULL,NULL,Zinedine Zidane,Jurgen Klopp,NULL,NULL,23,16,7,8,7,1,NULL,NULL,NULL,NULL,NULL,46%,54%,17,6,11,8,5,3
2020-2021,Cuartos,Vuelta,14-04-2021,NULL,NULL,Liverpool,Real Madrid,0-0,3-3,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Zinedine Zidane,NULL,NULL,21,15,6,6,4,2,NULL,NULL,NULL,NULL,NULL,56%,44%,15,10,5,14,11,3
2020-2021,Cuartos,Ida,06-04-2021,NULL,NULL,Manchester City,Borussia Dortmund,2-1,4-2,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Edin Terzic,NULL,NULL,18,11,7,8,5,3,NULL,NULL,NULL,NULL,NULL,62%,38%,17,9,8,6,4,2
2020-2021,Cuartos,Vuelta,14-04-2021,NULL,NULL,Borussia Dortmund,Manchester City,1-2,2-4,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Pep Guardiola,NULL,NULL,27,10,17,8,3,5,NULL,NULL,NULL,NULL,NULL,38%,62%,15,7,8,13,2,11
2020-2021,Cuartos,Ida,07-04-2021,NULL,NULL,Bayern Munich,PSG,2-3,3-3,Allianz Arena,Munich,Alemania,NULL,NULL,Hansi Flick,Mauricio Pochettino,NULL,NULL,37,31,6,17,12,5,NULL,NULL,NULL,NULL,NULL,64%,36%,23,16,7,16,15,1
2020-2021,Cuartos,Vuelta,13-04-2021,NULL,NULL,PSG,Bayern Munich,0-1,3-3,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Hansi Flick,NULL,NULL,23,10,13,8,3,5,NULL,NULL,NULL,NULL,NULL,44%,56%,31,10,21,13,6,7
2020-2021,Cuartos,Ida,07-04-2021,NULL,NULL,Porto,Chelsea,0-2,1-2,Ramon Sanchez Pizjuan,Sevilla,España,NULL,NULL,Sergio Conceicao,Thomas Tuchel,NULL,NULL,18,12,6,8,5,3,NULL,NULL,NULL,NULL,NULL,40%,60%,28,11,17,13,9,4
2020-2021,Cuartos,Vuelta,13-04-2021,NULL,NULL,Chelsea,Porto,0-1,2-1,Ramon Sanchez Pizjuan,Sevilla,España,NULL,NULL,Thomas Tuchel,Sergio Conceicao,NULL,NULL,16,8,8,3,1,2,NULL,NULL,NULL,NULL,NULL,46%,54%,34,14,20,15,6,9
2020-2021,Semifinal,Ida,27-04-2021,NULL,NULL,Real Madrid,Chelsea,1-1,1-3,Alfredo Di Stefano,Madrid,España,NULL,NULL,Zinedine Zidane,Thomas Tuchel,NULL,NULL,20,9,11,6,1,5,NULL,NULL,NULL,NULL,NULL,51%,49%,20,11,9,10,4,6
2020-2021,Semifinal,Vuelta,05-05-2021,NULL,NULL,Chelsea,Real Madrid,2-0,3-1,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Zinedine Zidane,NULL,NULL,22,15,7,10,5,5,NULL,NULL,NULL,NULL,NULL,32%,68%,30,18,12,5,2,3
2020-2021,Semifinal,Ida,28-04-2021,NULL,NULL,PSG,Manchester City,1-2,1-4,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Pep Guardiola,NULL,NULL,21,10,11,10,4,6,NULL,NULL,NULL,NULL,NULL,41%,59%,24,9,15,10,6,4
2020-2021,Semifinal,Vuelta,04-05-2021,NULL,NULL,Manchester City,PSG,2-0,4-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Mauricio Pochettino,NULL,NULL,26,12,14,5,5,0,NULL,NULL,NULL,NULL,NULL,44%,56%,27,15,12,12,6,6
2020-2021,Final,Final,29-05-2021,NULL,NULL,Manchester City,Chelsea,0-1,NULL,Estadio do Dragao,Porto,Portugal,NULL,NULL,Pep Guardiola,Thomas Tuchel,NULL,NULL,15,7,8,3,1,2,NULL,NULL,NULL,NULL,NULL,60%,40%,27,14,13,4,3,1
2021-2022,Octavos,Ida,15-02-2022,NULL,NULL,PSG,Real Madrid,1-0,2-3,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Carlo Ancelotti,NULL,NULL,24,21,3,8,8,0,NULL,NULL,NULL,NULL,NULL,57%,43%,26,14,12,8,7,1
2021-2022,Octavos,Vuelta,09-03-2022,NULL,NULL,Real Madrid,PSG,3-1,3-2,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Mauricio Pochettino,NULL,NULL,31,21,10,11,7,4,NULL,NULL,NULL,NULL,NULL,44%,56%,21,12,9,7,5,2
2021-2022,Octavos,Ida,15-02-2022,NULL,NULL,Sporting CP,Manchester City,0-5,0-5,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Ruben Amorim,Pep Guardiola,NULL,NULL,18,3,15,6,0,6,NULL,NULL,NULL,NULL,NULL,36%,64%,25,9,16,6,0,6
2021-2022,Octavos,Vuelta,09-03-2022,NULL,NULL,Manchester City,Sporting CP,0-0,5-0,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Ruben Amorim,NULL,NULL,20,14,6,7,4,3,NULL,NULL,NULL,NULL,NULL,68%,32%,21,9,12,9,7,2
2021-2022,Octavos,Ida,16-02-2022,NULL,NULL,Inter,Liverpool,0-2,0-2,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Jurgen Klopp,NULL,NULL,22,9,13,2,0,2,NULL,NULL,NULL,NULL,NULL,46%,54%,19,10,9,14,7,7
2021-2022,Octavos,Vuelta,08-03-2022,NULL,NULL,Liverpool,Inter,0-1,2-1,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Simone Inzaghi,NULL,NULL,18,12,6,5,2,3,NULL,NULL,NULL,NULL,NULL,62%,38%,19,10,9,10,8,2
2021-2022,Octavos,Ida,16-02-2022,NULL,NULL,Salzburg,Bayern Munich,1-1,1-8,Red Bull Arena,Salzburgo,Austria,NULL,NULL,Matthias Jaissle,Julian Nagelsmann,NULL,NULL,33,11,22,15,6,9,NULL,NULL,NULL,NULL,NULL,28%,72%,25,14,11,15,5,10
2021-2022,Octavos,Vuelta,08-03-2022,NULL,NULL,Bayern Munich,Salzburg,7-1,8-2,Allianz Arena,Munich,Alemania,NULL,NULL,Julian Nagelsmann,Matthias Jaissle,NULL,NULL,25,18,7,13,9,4,NULL,NULL,NULL,NULL,NULL,72%,28%,22,8,14,9,7,2
2021-2022,Octavos,Ida,22-02-2022,NULL,NULL,Chelsea,Lille,2-0,4-1,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Jocelyn Gourvennec,NULL,NULL,24,9,15,6,4,2,NULL,NULL,NULL,NULL,NULL,51%,49%,16,10,6,10,4,6
2021-2022,Octavos,Vuelta,16-03-2022,NULL,NULL,Lille,Chelsea,1-2,1-4,Stade Pierre-Mauroy,Lille,Francia,NULL,NULL,Jocelyn Gourvennec,Thomas Tuchel,NULL,NULL,16,8,8,5,1,4,NULL,NULL,NULL,NULL,NULL,44%,56%,35,15,20,5,4,1
2021-2022,Octavos,Ida,22-02-2022,NULL,NULL,Villarreal,Juventus,1-1,4-1,Estadio de la Ceramica,Villarreal,España,NULL,NULL,Unai Emery,Massimiliano Allegri,NULL,NULL,16,9,7,5,3,2,NULL,NULL,NULL,NULL,NULL,54%,46%,25,13,12,4,4,0
2021-2022,Octavos,Vuelta,16-03-2022,NULL,NULL,Juventus,Villarreal,0-3,1-4,Allianz Stadium,Turin,Italia,NULL,NULL,Massimiliano Allegri,Unai Emery,NULL,NULL,22,14,8,8,5,3,NULL,NULL,NULL,NULL,NULL,58%,42%,11,6,5,9,7,2
2021-2022,Octavos,Ida,23-02-2022,NULL,NULL,Atletico Madrid,Manchester United,1-1,2-1,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Ralf Rangnick,NULL,NULL,20,13,7,3,1,2,NULL,NULL,NULL,NULL,NULL,37%,63%,35,19,16,11,8,3
2021-2022,Octavos,Vuelta,15-03-2022,NULL,NULL,Manchester United,Atletico Madrid,0-1,1-2,Old Trafford,Manchester,Inglaterra,NULL,NULL,Ralf Rangnick,Diego Simeone,NULL,NULL,19,11,8,8,5,3,NULL,NULL,NULL,NULL,NULL,60%,40%,26,14,12,7,5,2
2021-2022,Octavos,Ida,23-02-2022,NULL,NULL,Benfica,Ajax,2-2,3-2,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Nelson Verissimo,Erik ten Hag,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0%,0%,0,0,0,0,0,0
2021-2022,Octavos,Vuelta,15-03-2022,NULL,NULL,Ajax,Benfica,0-1,2-3,Johan Cruyff Arena,Amsterdam,Paises Bajos,NULL,NULL,Erik ten Hag,Nelson Verissimo,NULL,NULL,20,16,4,3,2,1,NULL,NULL,NULL,NULL,NULL,69%,31%,24,13,11,14,10,4
2021-2022,Cuartos,Ida,05-04-2022,NULL,NULL,Manchester City,Atletico Madrid,1-0,1-0,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Diego Simeone,NULL,NULL,15,15,0,2,2,0,NULL,NULL,NULL,NULL,NULL,70%,30%,21,8,13,9,9,0
2021-2022,Cuartos,Vuelta,13-04-2022,NULL,NULL,Atletico Madrid,Manchester City,0-0,0-1,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Pep Guardiola,NULL,NULL,24,14,10,4,3,1,NULL,NULL,NULL,NULL,NULL,40%,60%,15,8,7,6,2,4
2021-2022,Cuartos,Ida,05-04-2022,NULL,NULL,Benfica,Liverpool,1-3,4-6,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Nelson Verissimo,Jurgen Klopp,NULL,NULL,26,9,17,11,3,8,NULL,NULL,NULL,NULL,NULL,34%,66%,22,7,15,8,2,6
2021-2022,Cuartos,Vuelta,13-04-2022,NULL,NULL,Liverpool,Benfica,3-3,6-4,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Nelson Verissimo,NULL,NULL,23,17,6,10,6,4,NULL,NULL,NULL,NULL,NULL,66%,34%,20,9,11,8,8,0
2021-2022,Cuartos,Ida,06-04-2022,NULL,NULL,Chelsea,Real Madrid,1-3,4-5,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Carlo Ancelotti,NULL,NULL,28,20,8,10,5,5,NULL,NULL,NULL,NULL,NULL,57%,43%,20,14,6,7,5,2
2021-2022,Cuartos,Vuelta,12-04-2022,NULL,NULL,Real Madrid,Chelsea,2-3 (AET),5-4,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Thomas Tuchel,NULL,NULL,38,10,28,11,4,7,NULL,NULL,NULL,NULL,NULL,43%,57%,37,17,20,11,1,10
2021-2022,Cuartos,Ida,06-04-2022,NULL,NULL,Villarreal,Bayern Munich,1-0,2-1,Estadio de la Ceramica,Villarreal,España,NULL,NULL,Unai Emery,Julian Nagelsmann,NULL,NULL,34,12,22,5,1,4,NULL,NULL,NULL,NULL,NULL,38%,62%,19,10,9,9,3,6
2021-2022,Cuartos,Vuelta,12-04-2022,NULL,NULL,Bayern Munich,Villarreal,1-1,1-2,Allianz Arena,Munich,Alemania,NULL,NULL,Julian Nagelsmann,Unai Emery,NULL,NULL,27,23,4,5,4,1,NULL,NULL,NULL,NULL,NULL,68%,32%,19,11,8,6,6,0
2021-2022,Semifinal,Ida,26-04-2022,NULL,NULL,Manchester City,Real Madrid,4-3,6-5,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Carlo Ancelotti,NULL,NULL,27,16,11,11,6,5,NULL,NULL,NULL,NULL,NULL,60%,40%,16,11,5,8,5,3
2021-2022,Semifinal,Vuelta,04-05-2022,NULL,NULL,Real Madrid,Manchester City,3-1 (AET),6-5,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Pep Guardiola,NULL,NULL,29,14,15,15,5,10,NULL,NULL,NULL,NULL,NULL,44%,56%,32,14,18,13,3,10
2021-2022,Semifinal,Ida,27-04-2022,NULL,NULL,Liverpool,Villarreal,2-0,5-2,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Unai Emery,NULL,NULL,20,19,1,5,5,0,NULL,NULL,NULL,NULL,NULL,73%,27%,16,9,7,12,10,2
2021-2022,Semifinal,Vuelta,03-05-2022,NULL,NULL,Villarreal,Liverpool,2-3,2-5,Estadio de la Ceramica,Villarreal,España,NULL,NULL,Unai Emery,Jurgen Klopp,NULL,NULL,21,6,15,7,2,5,NULL,NULL,NULL,NULL,NULL,44%,56%,32,18,14,3,1,2
