season,fase,instancia,fecha,hora_inicio,hora_fin,local,visitante,marcador,global,estadio,ciudad,pais,arbitro_principal,arbitros_linea,entrenador_local,entrenador_visitante,planteles,puntuaciones_jugadores,tiros_totales,tiros_totales_local,tiros_totales_visitante,tiros_puerta,tiros_puerta_local,tiros_puerta_visitante,goles,asistencias,cambios,amarillas,rojas,posesion_local,posesion_visitante,faltas_total,faltas_local,faltas_visitante,corners_total,corners_local,corners_visitante
2017-2018,Semifinal,Vuelta,02-05-2018,NULL,NULL,Roma,Liverpool,4-2,6-7,Stadio Olimpico,Roma,Italia,NULL,NULL,Eusebio Di Francesco,Jurgen Klopp,NULL,NULL,,,,,,,Milner OG 15'; Dzeko 52'; Nainggolan 86'; 90'; Mane 9'; Wijnaldum 25',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-2018,Semifinal,Ida,25-04-2018,NULL,NULL,Bayern Munich,Real Madrid,1-2,3-4,Allianz Arena,Munich,Alemania,NULL,NULL,Jupp Heynckes,Zinedine Zidane,NULL,NULL,,,,,,,Kimmich 28'; Marcelo 44'; Asensio 57',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-2018,Semifinal,Vuelta,01-05-2018,NULL,NULL,Real Madrid,Bayern Munich,2-2,4-3,Santiago Bernabeu,Madrid,España,NULL,NULL,Zinedine Zidane,Jupp Heynckes,NULL,NULL,,,,,,,Benzema 11'; 46'; Kimmich 3'; James 63',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-2018,Final,Final,26-05-2018,NULL,NULL,Real Madrid,Liverpool,3-1,NULL,NSC Olimpiyskiy,Kiev,Ucrania,NULL,NULL,Zinedine Zidane,Jurgen Klopp,NULL,NULL,,,,,,,Benzema 51'; Bale 64'; 83'; Mane 55',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,12-02-2019,NULL,NULL,Manchester United,PSG,0-2,3-3,Old Trafford,Manchester,Inglaterra,NULL,NULL,Ole Gunnar Solskjaer,Thomas Tuchel,NULL,NULL,,,,,,,Kimpembe 53'; Mbappe 60',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,06-03-2019,NULL,NULL,PSG,Manchester United,1-3,3-3,Parc des Princes,Paris,Francia,NULL,NULL,Thomas Tuchel,Ole Gunnar Solskjaer,NULL,NULL,,,,,,,Bernat 12'; Lukaku 2'; 30'; Rashford 94',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,12-02-2019,NULL,NULL,Roma,Porto,2-1,3-4,Stadio Olimpico,Roma,Italia,NULL,NULL,Eusebio Di Francesco,Sergio Conceicao,NULL,NULL,,,,,,,Zaniolo 70'; 76'; Adrian Lopez 79',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,06-03-2019,NULL,NULL,Porto,Roma,3-1,4-3,Estadio do Dragao,Porto,Portugal,NULL,NULL,Sergio Conceicao,Eusebio Di Francesco,NULL,NULL,,,,,,,Tiquinho 26'; Marega 52'; Alex Telles 117'; De Rossi 37',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,13-02-2019,NULL,NULL,Ajax,Real Madrid,1-2,3-5,Johan Cruyff Arena,Amsterdam,Paises Bajos,NULL,NULL,Erik ten Hag,Santiago Solari,NULL,NULL,,,,,,,Ziyech 75'; Benzema 60'; Asensio 87',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,05-03-2019,NULL,NULL,Real Madrid,Ajax,1-4,3-5,Santiago Bernabeu,Madrid,España,NULL,NULL,Santiago Solari,Erik ten Hag,NULL,NULL,,,,,,,Asensio 70'; Ziyech 7'; Neres 18'; Tadic 62'; Schone 72',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,13-02-2019,NULL,NULL,Tottenham,Borussia Dortmund,3-0,4-0,Wembley,Londres,Inglaterra,NULL,NULL,Mauricio Pochettino,Lucien Favre,NULL,NULL,,,,,,,Son 47'; Vertonghen 83'; Llorente 86',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,05-03-2019,NULL,NULL,Borussia Dortmund,Tottenham,0-1,0-4,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Lucien Favre,Mauricio Pochettino,NULL,NULL,,,,,,,Kane 49',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,19-02-2019,NULL,NULL,Lyon,Barcelona,0-0,1-5,Groupama Stadium,Lyon,Francia,NULL,NULL,Bruno Genesio,Ernesto Valverde,NULL,NULL,,,,,,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,13-03-2019,NULL,NULL,Barcelona,Lyon,5-1,5-1,Camp Nou,Barcelona,España,NULL,NULL,Ernesto Valverde,Bruno Genesio,NULL,NULL,,,,,,,Messi 17'; 78'; Coutinho 31'; Pique 81'; Dembele 86'; Tousart 58',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,19-02-2019,NULL,NULL,Liverpool,Bayern Munich,0-0,3-1,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Niko Kovac,NULL,NULL,,,,,,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,13-03-2019,NULL,NULL,Bayern Munich,Liverpool,1-3,1-3,Allianz Arena,Munich,Alemania,NULL,NULL,Niko Kovac,Jurgen Klopp,NULL,NULL,,,,,,,Mane 26'; 84'; Van Dijk 69'; Matip OG 39',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,20-02-2019,NULL,NULL,Atletico Madrid,Juventus,2-0,2-3,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Massimiliano Allegri,NULL,NULL,,,,,,,Gimenez 78'; Godin 83',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,12-03-2019,NULL,NULL,Juventus,Atletico Madrid,3-0,3-2,Juventus Stadium,Turin,Italia,NULL,NULL,Massimiliano Allegri,Diego Simeone,NULL,NULL,,,,,,,Ronaldo 27'; 48'; 86',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Ida,20-02-2019,NULL,NULL,Schalke 04,Manchester City,2-3,3-10,Veltins-Arena,Gelsenkirchen,Alemania,NULL,NULL,Domenico Tedesco,Pep Guardiola,NULL,NULL,,,,,,,Bentaleb 38'; 45'; Aguero 18'; Sane 85'; Sterling 90',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Octavos,Vuelta,12-03-2019,NULL,NULL,Manchester City,Schalke 04,7-0,10-2,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Domenico Tedesco,NULL,NULL,,,,,,,Aguero 35'; 38'; Sane 42'; Sterling 56'; Silva 71'; Foden 78'; Jesus 84',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Ida,09-04-2019,NULL,NULL,Liverpool,Porto,2-0,6-1,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Sergio Conceicao,NULL,NULL,,,,,,,Keita 5'; Firmino 26',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Vuelta,17-04-2019,NULL,NULL,Porto,Liverpool,1-4,1-6,Estadio do Dragao,Porto,Portugal,NULL,NULL,Sergio Conceicao,Jurgen Klopp,NULL,NULL,,,,,,,Mane 26'; Salah 65'; Firmino 77'; Van Dijk 84'; Militao 69',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Ida,09-04-2019,NULL,NULL,Tottenham,Manchester City,1-0,4-4,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,NULL,Mauricio Pochettino,Pep Guardiola,NULL,NULL,,,,,,,Son 78',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Vuelta,17-04-2019,NULL,NULL,Manchester City,Tottenham,4-3,4-4,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Mauricio Pochettino,NULL,NULL,,,,,,,Sterling 4'; 21'; Aguero 59'; Bernardo Silva 11'; Son 7'; 10'; Llorente 73',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Ida,10-04-2019,NULL,NULL,Ajax,Juventus,1-1,3-2,Johan Cruyff Arena,Amsterdam,Paises Bajos,NULL,NULL,Erik ten Hag,Massimiliano Allegri,NULL,NULL,,,,,,,Neres 46'; Ronaldo 45',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Vuelta,16-04-2019,NULL,NULL,Juventus,Ajax,1-2,2-3,Juventus Stadium,Turin,Italia,NULL,NULL,Massimiliano Allegri,Erik ten Hag,NULL,NULL,,,,,,,Ronaldo 28'; Van de Beek 34'; De Ligt 67',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Ida,10-04-2019,NULL,NULL,Manchester United,Barcelona,0-1,0-4,Old Trafford,Manchester,Inglaterra,NULL,NULL,Ole Gunnar Solskjaer,Ernesto Valverde,NULL,NULL,,,,,,,Shaw OG 12',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Cuartos,Vuelta,16-04-2019,NULL,NULL,Barcelona,Manchester United,3-0,4-0,Camp Nou,Barcelona,España,NULL,NULL,Ernesto Valverde,Ole Gunnar Solskjaer,NULL,NULL,,,,,,,Messi 16'; 20'; Coutinho 61',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Semifinal,Ida,30-04-2019,NULL,NULL,Tottenham,Ajax,0-1,3-3,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,NULL,Mauricio Pochettino,Erik ten Hag,NULL,NULL,,,,,,,Van de Beek 15',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Semifinal,Vuelta,08-05-2019,NULL,NULL,Ajax,Tottenham,2-3,3-3,Johan Cruyff Arena,Amsterdam,Paises Bajos,NULL,NULL,Erik ten Hag,Mauricio Pochettino,NULL,NULL,,,,,,,De Ligt 5'; Ziyech 35'; Lucas Moura 55'; 59'; 96',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Semifinal,Ida,01-05-2019,NULL,NULL,Barcelona,Liverpool,3-0,3-4,Camp Nou,Barcelona,España,NULL,NULL,Ernesto Valverde,Jurgen Klopp,NULL,NULL,,,,,,,Suarez 26'; Messi 75'; 82',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Semifinal,Vuelta,07-05-2019,NULL,NULL,Liverpool,Barcelona,4-0,4-3,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Ernesto Valverde,NULL,NULL,,,,,,,Origi 7'; Wijnaldum 54'; 56'; Origi 79',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-2019,Final,Final,01-06-2019,NULL,NULL,Tottenham,Liverpool,0-2,NULL,Wanda Metropolitano,Madrid,España,NULL,NULL,Mauricio Pochettino,Jurgen Klopp,NULL,NULL,,,,,,,Salah 2'; Origi 87',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,18-02-2020,NULL,NULL,Atletico Madrid,Liverpool,1-0,4-2,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Jurgen Klopp,NULL,NULL,,,,,,,Saul 4',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,11-03-2020,NULL,NULL,Liverpool,Atletico Madrid,2-3,2-4,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Diego Simeone,NULL,NULL,,,,,,,Wijnaldum 43'; Firmino 94'; Llorente 97'; 105'; Morata 120',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,19-02-2020,NULL,NULL,Borussia Dortmund,PSG,2-1,2-3,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Lucien Favre,Thomas Tuchel,NULL,NULL,,,,,,,Haaland 69'; 77'; Neymar 75',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,11-03-2020,NULL,NULL,PSG,Borussia Dortmund,2-0,3-2,Parc des Princes,Paris,Francia,NULL,NULL,Thomas Tuchel,Lucien Favre,NULL,NULL,,,,,,,Neymar 28'; Bernat 45',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,25-02-2020,NULL,NULL,Real Madrid,Manchester City,1-2,2-4,Santiago Bernabeu,Madrid,España,NULL,NULL,Zinedine Zidane,Pep Guardiola,NULL,NULL,,,,,,,Isco 60'; Jesus 78'; De Bruyne 83',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,07-08-2020,NULL,NULL,Manchester City,Real Madrid,2-1,4-2,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Zinedine Zidane,NULL,NULL,,,,,,,Sterling 9'; Jesus 68'; Benzema 28',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,25-02-2020,NULL,NULL,Lyon,Juventus,1-0,2-2,Groupama Stadium,Lyon,Francia,NULL,NULL,Rudi Garcia,Maurizio Sarri,NULL,NULL,,,,,,,Tousart 31',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,07-08-2020,NULL,NULL,Juventus,Lyon,2-1,2-2,Allianz Stadium,Turin,Italia,NULL,NULL,Maurizio Sarri,Rudi Garcia,NULL,NULL,,,,,,,Ronaldo 43'; 60'; Depay 12',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,26-02-2020,NULL,NULL,Tottenham,RB Leipzig,0-1,0-4,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,NULL,Jose Mourinho,Julian Nagelsmann,NULL,NULL,,,,,,,Werner 58',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,10-03-2020,NULL,NULL,RB Leipzig,Tottenham,3-0,4-0,Red Bull Arena,Leipzig,Alemania,NULL,NULL,Julian Nagelsmann,Jose Mourinho,NULL,NULL,,,,,,,Sabitzer 10'; 21'; Forsberg 87',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,18-02-2020,NULL,NULL,Atalanta,Valencia,4-1,8-4,San Siro,Milán,Italia,NULL,NULL,Gian Piero Gasperini,Albert Celades,NULL,NULL,,,,,,,Hateboer 16'; 62'; Ilicic 42'; Freuler 57'; Cheryshev 66',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,10-03-2020,NULL,NULL,Valencia,Atalanta,3-4,4-8,Mestalla,Valencia,España,NULL,NULL,Albert Celades,Gian Piero Gasperini,NULL,NULL,,,,,,,Gameiro 21'; 51'; Torres 67'; Ilicic 3'; 43'; 71'; 82',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,19-02-2020,NULL,NULL,Chelsea,Bayern Munich,0-3,1-7,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Frank Lampard,Hansi Flick,NULL,NULL,,,,,,,Gnabry 51'; 54'; Lewandowski 76',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,08-08-2020,NULL,NULL,Bayern Munich,Chelsea,4-1,7-1,Allianz Arena,Munich,Alemania,NULL,NULL,Hansi Flick,Frank Lampard,NULL,NULL,,,,,,,Lewandowski 10'; 84'; Perisic 24'; Tolisso 76'; Abraham 44',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Ida,19-02-2020,NULL,NULL,Napoli,Barcelona,1-1,2-4,San Paolo,Napoles,Italia,NULL,NULL,Gennaro Gattuso,Quique Setien,NULL,NULL,,,,,,,Mertens 30'; Griezmann 57',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Octavos,Vuelta,08-08-2020,NULL,NULL,Barcelona,Napoli,3-1,4-2,Camp Nou,Barcelona,España,NULL,NULL,Quique Setien,Gennaro Gattuso,NULL,NULL,,,,,,,Lenglet 10'; Messi 23'; Suarez 45'; Insigne 45',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Cuartos,Unico,12-08-2020,NULL,NULL,Atalanta,PSG,1-2,1-2,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Gian Piero Gasperini,Thomas Tuchel,NULL,NULL,,,,,,,Pasalic 27'; Marquinhos 90'; Choupo-Moting 93',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Cuartos,Unico,13-08-2020,NULL,NULL,RB Leipzig,Atletico Madrid,2-1,2-1,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Julian Nagelsmann,Diego Simeone,NULL,NULL,,,,,,,Olmo 51'; Adams 88'; Felix 71',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Cuartos,Unico,14-08-2020,NULL,NULL,Barcelona,Bayern Munich,2-8,2-8,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Quique Setien,Hansi Flick,NULL,NULL,,,,,,,Alaba OG 7'; Suarez 57'; Muller 4'; 31'; Perisic 22'; Gnabry 28'; Kimmich 63'; Lewandowski 82'; Coutinho 85'; 89',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Cuartos,Unico,15-08-2020,NULL,NULL,Manchester City,Lyon,1-3,1-3,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Pep Guardiola,Rudi Garcia,NULL,NULL,,,,,,,De Bruyne 69'; Cornet 24'; Dembele 79'; 87',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Semifinal,Unico,18-08-2020,NULL,NULL,RB Leipzig,PSG,0-3,0-3,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Julian Nagelsmann,Thomas Tuchel,NULL,NULL,,,,,,,Marquinhos 13'; Di Maria 42'; Bernat 56',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Semifinal,Unico,19-08-2020,NULL,NULL,Lyon,Bayern Munich,0-3,0-3,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Rudi Garcia,Hansi Flick,NULL,NULL,,,,,,,Gnabry 18'; 33'; Lewandowski 88',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019-2020,Final,Final,23-08-2020,NULL,NULL,PSG,Bayern Munich,0-1,NULL,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Thomas Tuchel,Hansi Flick,NULL,NULL,,,,,,,Coman 59',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,16-02-2021,NULL,NULL,Barcelona,PSG,1-4,2-5,Camp Nou,Barcelona,España,NULL,NULL,Ronald Koeman,Mauricio Pochettino,NULL,NULL,,,,,,,Messi 27'; Mbappe 32'; 65'; 85'; Kean 70',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,10-03-2021,NULL,NULL,PSG,Barcelona,1-1,5-2,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Ronald Koeman,NULL,NULL,,,,,,,Mbappe 30'; Messi 37',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,17-02-2021,NULL,NULL,Porto,Juventus,2-1,4-4,Estadio do Dragao,Porto,Portugal,NULL,NULL,Sergio Conceicao,Andrea Pirlo,NULL,NULL,,,,,,,Taremi 2'; Marega 46'; Chiesa 82',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,09-03-2021,NULL,NULL,Juventus,Porto,3-2,4-4,Allianz Stadium,Turin,Italia,NULL,NULL,Andrea Pirlo,Sergio Conceicao,NULL,NULL,,,,,,,Chiesa 49'; 63'; Rabiot 117'; Oliveira 19'; 115',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,16-02-2021,NULL,NULL,RB Leipzig,Liverpool,0-2,0-4,Puskas Arena,Budapest,Hungria,NULL,NULL,Julian Nagelsmann,Jurgen Klopp,NULL,NULL,,,,,,,Salah 53'; Mane 58',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,10-03-2021,NULL,NULL,Liverpool,RB Leipzig,2-0,4-0,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Julian Nagelsmann,NULL,NULL,,,,,,,Salah 70'; Mane 74',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,17-02-2021,NULL,NULL,Sevilla,Borussia Dortmund,2-3,4-5,Ramon Sanchez Pizjuan,Sevilla,España,NULL,NULL,Julen Lopetegui,Edin Terzic,NULL,NULL,,,,,,,Suso 7'; De Jong 84'; Haaland 27'; 43'; Dahoud 19',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,09-03-2021,NULL,NULL,Borussia Dortmund,Sevilla,2-2,5-4,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Julen Lopetegui,NULL,NULL,,,,,,,Haaland 35'; 54'; En-Nesyri 68'; 96',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,23-02-2021,NULL,NULL,Atletico Madrid,Chelsea,0-1,0-3,Arena Nationala,Bucarest,Rumania,NULL,NULL,Diego Simeone,Thomas Tuchel,NULL,NULL,,,,,,,Giroud 68',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,17-03-2021,NULL,NULL,Chelsea,Atletico Madrid,2-0,3-0,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Diego Simeone,NULL,NULL,,,,,,,Ziyech 34'; Emerson 94',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,23-02-2021,NULL,NULL,Lazio,Bayern Munich,1-4,2-6,Stadio Olimpico,Roma,Italia,NULL,NULL,Simone Inzaghi,Hansi Flick,NULL,NULL,,,,,,,Correa 49'; Lewandowski 9'; Musiala 24'; Sane 42'; Acerbi OG 47',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,17-03-2021,NULL,NULL,Bayern Munich,Lazio,2-1,6-2,Allianz Arena,Munich,Alemania,NULL,NULL,Hansi Flick,Simone Inzaghi,NULL,NULL,,,,,,,Lewandowski 33'; Choupo-Moting 73'; Parolo 82',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,24-02-2021,NULL,NULL,Atalanta,Real Madrid,0-1,1-4,Gewiss Stadium,Bergamo,Italia,NULL,NULL,Gian Piero Gasperini,Zinedine Zidane,NULL,NULL,,,,,,,Mendy 86',,NULL,NULL,Freuler,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,16-03-2021,NULL,NULL,Real Madrid,Atalanta,3-1,4-1,Santiago Bernabeu,Madrid,España,NULL,NULL,Zinedine Zidane,Gian Piero Gasperini,NULL,NULL,,,,,,,Benzema 34'; Ramos 60'; Asensio 84'; Muriel 83',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Ida,24-02-2021,NULL,NULL,Borussia Monchengladbach,Manchester City,0-2,0-4,Puskas Arena,Budapest,Hungria,NULL,NULL,Marco Rose,Pep Guardiola,NULL,NULL,,,,,,,Bernardo Silva 29'; Jesus 65',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Octavos,Vuelta,16-03-2021,NULL,NULL,Manchester City,Borussia Monchengladbach,2-0,4-0,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Marco Rose,NULL,NULL,,,,,,,De Bruyne 12'; Gundogan 18',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Cuartos,Ida,06-04-2021,NULL,NULL,Real Madrid,Liverpool,3-1,3-3,Alfredo Di Stefano,Madrid,España,NULL,NULL,Zinedine Zidane,Jurgen Klopp,NULL,NULL,,,,,,,Vinicius 27'; 65'; Asensio 36'; Salah 51',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Cuartos,Vuelta,14-04-2021,NULL,NULL,Liverpool,Real Madrid,0-0,3-3,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Zinedine Zidane,NULL,NULL,,,,,,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Cuartos,Ida,06-04-2021,NULL,NULL,Manchester City,Borussia Dortmund,2-1,4-2,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Edin Terzic,NULL,NULL,,,,,,,De Bruyne 19'; Foden 90'; Reus 84',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Cuartos,Vuelta,14-04-2021,NULL,NULL,Borussia Dortmund,Manchester City,1-2,2-4,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Pep Guardiola,NULL,NULL,,,,,,,Bellingham 15'; Mahrez 55'; Foden 75',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
